PrintPol,GlycType,DP,Valency,GlycSpace,PolSpace,GlycDen,MVF,SubArr,ExpNum,FileName,MVF_orig,MVF_norm,Experiment
5.0,2-6 SiaLac,200.0,78.0,0.39,1.355,105.689,75.55185497071598,0,9,Data/H3N2_EGG/H3N2_sheet1.csv,7985.0,0.17859761020833198,Binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.065,104.353,37.306066907515834,0,10,Data/H3N2_EGG/H3N2_sheet1.csv,3893.0,0.08818809807564577,Binder
5.0,2-6 SiaLac,200.0,98.0,0.49,0.975,95.535,33.70492489663474,0,10,Data/H3N2_EGG/H3N2_sheet1.csv,3220.0,0.07967533081912404,Binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.129,110.658,33.77071698386018,0,10,Data/H3N2_EGG/H3N2_sheet1.csv,3737.0,0.07983085723940367,Binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.161,113.788,37.89503286814075,0,10,Data/H3N2_EGG/H3N2_sheet1.csv,4312.0,0.08958035923326309,Binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.197,117.308,44.95857060047055,0,10,Data/H3N2_EGG/H3N2_sheet1.csv,5274.0,0.10627791032713702,Binder
5.0,2-6 SiaLac,200.0,98.0,0.49,1.394,136.607,30.642646423682535,0,10,Data/H3N2_EGG/H3N2_sheet1.csv,4186.0,0.07243638721841866,Binder
5.0,2-6 SiaLac,300.0,105.0,0.35,1.252,131.492,42.169865847351936,0,11,Data/H3N2_EGG/H3N2_sheet1.csv,5545.0,0.09968566974380987,Binder
5.0,2-6 SiaLac,300.0,105.0,0.35,1.114,116.965,31.154618903090668,0,11,Data/H3N2_EGG/H3N2_sheet1.csv,3644.0,0.07364664289447279,Binder
5.0,2-6 SiaLac,300.0,105.0,0.35,1.238,129.976,26.13559426355635,0,11,Data/H3N2_EGG/H3N2_sheet1.csv,3397.0,0.06178213200264883,Binder
5.0,2-6 SiaLac,300.0,105.0,0.35,1.201,126.056,42.18759916227708,0,11,Data/H3N2_EGG/H3N2_sheet1.csv,5318.0,0.0997275896631544,Binder
5.0,2-6 SiaLac,300.0,105.0,0.35,1.259,132.154,53.694931670626694,0,11,Data/H3N2_EGG/H3N2_sheet1.csv,7096.0,0.12692986135668838,Binder
5.0,2-6 SiaLac,300.0,105.0,0.35,1.317,138.253,34.13307486998474,0,11,Data/H3N2_EGG/H3N2_sheet1.csv,4719.0,0.08068743782934515,Binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.1,155.17,29.03911838628601,0,12,Data/H3N2_EGG/H3N2_sheet1.csv,4506.0,0.0686457949756196,Binder
5.0,2-6 SiaLac,300.0,141.0,0.47,0.88,124.146,33.62170347816281,0,12,Data/H3N2_EGG/H3N2_sheet1.csv,4174.0,0.07947860306885243,Binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.124,158.523,30.632778839663647,0,12,Data/H3N2_EGG/H3N2_sheet1.csv,4856.0,0.07241306116077274,Binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.097,154.676,45.902402441232,0,12,Data/H3N2_EGG/H3N2_sheet1.csv,7100.0,0.10850904166420164,Binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.226,172.817,21.0801020732914,0,12,Data/H3N2_EGG/H3N2_sheet1.csv,3643.0,0.049831415187579615,Binder
5.0,2-6 SiaLac,300.0,141.0,0.47,1.522,214.616,23.474484660975882,0,12,Data/H3N2_EGG/H3N2_sheet1.csv,5038.0,0.055491514575617684,Binder
10.0,2-6 SiaLac,150.0,44.0,0.29,2.209,97.2,41.306584362139915,0,13,Data/H3N2_EGG/H3N2_sheet1.csv,4015.0,0.0976449520108604,Binder
10.0,2-6 SiaLac,150.0,44.0,0.29,2.325,102.278,53.26658714484053,0,13,Data/H3N2_EGG/H3N2_sheet1.csv,5448.0,0.12591729444246924,Binder
10.0,2-6 SiaLac,150.0,44.0,0.29,2.496,109.805,55.48016939119348,0,13,Data/H3N2_EGG/H3N2_sheet1.csv,6092.0,0.13114999851507556,Binder
10.0,2-6 SiaLac,150.0,44.0,0.29,2.337,102.828,44.326448049169485,0,13,Data/H3N2_EGG/H3N2_sheet1.csv,4558.0,0.104783630973375,Binder
10.0,2-6 SiaLac,150.0,44.0,0.29,2.331,102.574,53.62957474603701,0,13,Data/H3N2_EGG/H3N2_sheet1.csv,5501.0,0.1267753636207055,Binder
10.0,2-6 SiaLac,150.0,44.0,0.29,2.341,102.998,50.81652070913998,0,13,Data/H3N2_EGG/H3N2_sheet1.csv,5234.0,0.12012556357845049,Binder
10.0,2-6 SiaLac,150.0,60.0,0.4,1.554,93.22,82.58957305299292,0,14,Data/H3N2_EGG/H3N2_sheet1.csv,7699.0,0.1952341260331494,Binder
10.0,2-6 SiaLac,150.0,60.0,0.4,1.505,90.307,88.4870497303642,0,14,Data/H3N2_EGG/H3N2_sheet1.csv,7991.0,0.20917521644378376,Binder
10.0,2-6 SiaLac,150.0,60.0,0.4,1.433,85.979,108.5265006571372,0,14,Data/H3N2_EGG/H3N2_sheet1.csv,9331.0,0.25654662839384146,Binder
10.0,2-6 SiaLac,150.0,60.0,0.4,1.523,91.403,106.9220922726825,0,14,Data/H3N2_EGG/H3N2_sheet1.csv,9773.0,0.25275395509187043,Binder
10.0,2-6 SiaLac,150.0,60.0,0.4,1.257,75.436,81.39349912508615,0,14,Data/H3N2_EGG/H3N2_sheet1.csv,6140.0,0.19240671768904669,Binder
10.0,2-6 SiaLac,150.0,60.0,0.4,1.503,90.191,92.12670887339091,0,14,Data/H3N2_EGG/H3N2_sheet1.csv,8309.0,0.21777903464479853,Binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.455,191.478,61.02006496829923,0,15,Data/H3N2_EGG/H3N2_sheet1.csv,11684.0,0.1442458002165466,Binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.512,195.964,40.313526974342224,0,15,Data/H3N2_EGG/H3N2_sheet1.csv,7900.0,0.09529745602510147,Binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.457,191.684,45.220258341854304,0,15,Data/H3N2_EGG/H3N2_sheet1.csv,8668.0,0.10689651598877259,Binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.473,192.905,44.700759441175705,0,15,Data/H3N2_EGG/H3N2_sheet1.csv,8623.0,0.10566846854767381,Binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.293,178.862,50.17834978922298,0,15,Data/H3N2_EGG/H3N2_sheet1.csv,8975.0,0.11861698643966538,Binder
10.0,2-6 SiaLac,200.0,78.0,0.39,2.37,184.835,44.596532042091596,0,15,Data/H3N2_EGG/H3N2_sheet1.csv,8243.0,0.10542208459850583,Binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.051,201.019,33.97191310274153,0,16,Data/H3N2_EGG/H3N2_sheet1.csv,6829.0,0.0803064662900263,Binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.046,200.533,38.11342771513916,0,16,Data/H3N2_EGG/H3N2_sheet1.csv,7643.0,0.09009662448936896,Binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.227,218.228,48.408086954927875,0,16,Data/H3N2_EGG/H3N2_sheet1.csv,10564.0,0.11443224852994391,Binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.031,199.004,49.16484090772045,0,16,Data/H3N2_EGG/H3N2_sheet1.csv,9784.0,0.11622114501086883,Binder
10.0,2-6 SiaLac,200.0,98.0,0.49,2.034,199.305,61.76463209653546,0,16,Data/H3N2_EGG/H3N2_sheet1.csv,12310.0,0.14600588816930718,Binder
10.0,2-6 SiaLac,200.0,98.0,0.49,1.937,189.832,53.13118968350963,0,16,Data/H3N2_EGG/H3N2_sheet1.csv,10086.0,0.125597227343768,Binder
10.0,2-6 SiaLac,300.0,105.0,0.35,2.323,243.957,30.525871362576193,0,17,Data/H3N2_EGG/H3N2_sheet1.csv,7447.0,0.07216034175462949,Binder
10.0,2-6 SiaLac,300.0,105.0,0.35,2.222,233.292,35.53057970269019,0,17,Data/H3N2_EGG/H3N2_sheet1.csv,8289.0,0.08399101023630366,Binder
10.0,2-6 SiaLac,300.0,105.0,0.35,2.244,235.583,36.82353989888914,0,17,Data/H3N2_EGG/H3N2_sheet1.csv,8675.0,0.08704744877411498,Binder
10.0,2-6 SiaLac,300.0,105.0,0.35,2.341,245.853,44.79506046295957,0,17,Data/H3N2_EGG/H3N2_sheet1.csv,11013.0,0.10589138745730654,Binder
10.0,2-6 SiaLac,300.0,105.0,0.35,2.178,228.657,57.430999269648424,0,17,Data/H3N2_EGG/H3N2_sheet1.csv,13132.0,0.13576158024725288,Binder
10.0,2-6 SiaLac,300.0,105.0,0.35,1.699,178.408,66.70664992601229,0,17,Data/H3N2_EGG/H3N2_sheet1.csv,11901.0,0.15768836207141904,Binder
10.0,2-6 SiaLac,300.0,141.0,0.47,2.016,284.297,24.42164356289373,0,18,Data/H3N2_EGG/H3N2_sheet1.csv,6943.0,0.05773051077810196,Binder
10.0,2-6 SiaLac,300.0,141.0,0.47,2.243,316.248,24.92663985226784,0,18,Data/H3N2_EGG/H3N2_sheet1.csv,7883.0,0.05892427538495707,Binder
10.0,2-6 SiaLac,300.0,141.0,0.47,2.232,314.657,20.11396536546144,0,18,Data/H3N2_EGG/H3N2_sheet1.csv,6329.0,0.04754755720394894,Binder
10.0,2-6 SiaLac,300.0,141.0,0.47,1.985,279.858,31.805415603627555,0,18,Data/H3N2_EGG/H3N2_sheet1.csv,8901.0,0.07518506621303203,Binder
10.0,2-6 SiaLac,300.0,141.0,0.47,2.259,318.582,52.68973137214281,0,18,Data/H3N2_EGG/H3N2_sheet1.csv,16786.0,0.12455366065110003,Binder
10.0,2-6 SiaLac,300.0,141.0,0.47,2.127,299.883,52.95065075379398,0,18,Data/H3N2_EGG/H3N2_sheet1.csv,15879.0,0.1251704499812627,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.104,5.32,42.857142857142854,0,19,Data/H3N2_EGG/H3N2_sheet1.csv,228.0,0.10131032914558581,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.062,3.176,136.33501259445842,0,19,Data/H3N2_EGG/H3N2_sheet1.csv,433.0,0.3222833833336173,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.168,8.543,15.568301533419175,0,19,Data/H3N2_EGG/H3N2_sheet1.csv,133.0,0.036802027560396584,Binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.156,7.933,0.0,0,19,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.096,4.915,0.8138351983723296,0,19,Data/H3N2_EGG/H3N2_sheet1.csv,4.0,0.0019238312757384897,Non-binder
1.0,2-3 SiaLac,150.0,51.0,0.34,0.213,10.885,1.6536518144235186,0,19,Data/H3N2_EGG/H3N2_sheet1.csv,18.0,0.003909080224266977,Non-binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.069,6.004,0.0,0,20,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.056,4.848,28.877887788778878,0,20,Data/H3N2_EGG/H3N2_sheet1.csv,140.0,0.06826466072791124,Binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.063,5.497,0.0,0,20,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.073,6.391,0.0,0,20,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.071,6.185,0.0,0,20,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,150.0,87.0,0.58,0.1,8.727,0.0,0,20,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.384,28.451,3.866296439492461,0,21,Data/H3N2_EGG/H3N2_sheet1.csv,110.0,0.009139567846719047,Non-binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.524,38.781,20.602872540677136,0,21,Data/H3N2_EGG/H3N2_sheet1.csv,799.0,0.04870328863027956,Binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.68,50.291,0.0,0,21,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.725,53.673,0.0,0,21,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.625,46.223,0.0,0,21,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,200.0,74.0,0.37,0.59,43.649,0.0,0,21,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.363,37.749,4.3179951786802295,0,22,Data/H3N2_EGG/H3N2_sheet1.csv,163.0,0.010207341965360089,Binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.499,51.902,1.6955030634657624,0,22,Data/H3N2_EGG/H3N2_sheet1.csv,88.0,0.004008012713298194,Non-binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.522,54.328,3.3868355175968192,0,22,Data/H3N2_EGG/H3N2_sheet1.csv,184.0,0.008006166491159534,Non-binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.537,55.799,3.5305292209537806,0,22,Data/H3N2_EGG/H3N2_sheet1.csv,197.0,0.008345845140101844,Non-binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.58,60.286,2.1895630826394186,0,22,Data/H3N2_EGG/H3N2_sheet1.csv,132.0,0.005175924987035204,Non-binder
1.0,2-3 SiaLac,200.0,104.0,0.52,0.588,61.129,0.0,0,22,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.784,84.625,5.5539143279172825,0,23,Data/H3N2_EGG/H3N2_sheet1.csv,470.0,0.013128940734179315,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.927,100.115,4.464865404784498,0,23,Data/H3N2_EGG/H3N2_sheet1.csv,447.0,0.010554529620820657,Binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.095,10.297,0.0,0,23,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.217,23.403,0.0,0,23,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.211,22.774,0.0,0,23,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,108.0,0.36,0.245,26.464,0.0,0,23,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.426,58.788,6.412873375518814,0,24,Data/H3N2_EGG/H3N2_sheet1.csv,377.0,0.01515944062366475,Binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.587,81.003,0.6913324197869215,0,24,Data/H3N2_EGG/H3N2_sheet1.csv,56.0,0.0016342460166113041,Non-binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.161,22.206,0.0,0,24,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.261,36.029,0.0,0,24,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.263,36.352,0.0,0,24,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
1.0,2-3 SiaLac,300.0,138.0,0.46,0.249,34.406,0.0,0,24,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,3.236,165.048,0.4604721050845815,0,25,Data/H3N2_EGG/H3N2_sheet1.csv,76.0,0.001088513545664527,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,3.507,178.836,0.0,0,25,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,3.376,172.154,0.06970503154152677,0,25,Data/H3N2_EGG/H3N2_sheet1.csv,12.0,0.00016477625940009542,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,2.367,120.724,2.7666412643716245,0,25,Data/H3N2_EGG/H3N2_sheet1.csv,334.0,0.006540084532829143,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,3.632,185.255,0.0,0,25,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,51.0,0.34,3.445,175.679,0.0,0,25,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,0.597,51.915,0.0,0,26,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,0.524,45.6,0.0,0,26,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,0.605,52.629,0.0,0,26,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,0.644,56.059,0.0,0,26,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,0.668,58.151,0.0,0,26,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,150.0,87.0,0.58,0.712,61.923,0.0,0,26,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,1.32,97.661,0.0,0,27,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
5.0,2-3 SiaLac,200.0,74.0,0.37,1.305,96.552,0.0,0,27,Data/H3N2_EGG/H3N2_sheet1.csv,0.0,0.0,Non-binder
